Source,Dest,Weight
BRONCHIAL VESSEL 2       ,EC VENOUS                ,0.0063715348951518536
DIFFERENTIATING BASAL    ,ALVEOLAR EPITHELIAL TYPE 2,-0.006371294613927603
INNATE LYMPHOID CELL NK  ,MACROPHAGES              ,0.006370864808559418
RARE                     ,EPITHELIAL               ,0.006368178874254227
LYMPHATIC                ,MULTICILIATED LINEAGE    ,0.006367753725498915
BLOOD VESSELS            ,PROLIFERATING MACROPHAGE ,0.006367598660290241
LYMPHATIC EC DIFFERENTIATING,CLUB (NON_NASAL)         ,0.006364583503454924
MESOTHELIUM              ,DIFFERENTIATING BASAL    ,0.006364025175571442
BASOPHIL/MAST 2          ,INTERMEDIATE MONOCYTE    ,0.006362740881741047
AIRWAY EPITHELIUM        ,CILIATED                 ,0.006360786966979504
PERIBRONCHIAL FIBROBLASTS,LYMPHATIC EC DIFFERENTIATING,0.006360276602208614
STROMA                   ,PLASMA CELLS             ,0.006359092425554991
INTERMEDIATE MONOCYTE    ,PLASMA                   ,0.006359065417200327
SMG SEROUS               ,CAPILLARY AEROCYTE       ,-0.006357943639159203
CD4 T CELLS              ,GOBLET                   ,0.006357511971145868
TUFT                     ,CD8 T CELLS              ,0.0063565452583134174
BLOOD VESSELS            ,FIBROBLAST LINEAGE       ,0.006356046535074711
EC ARTERIAL              ,PERIBRONCHIAL FIBROBLASTS,0.0063556828536093235
FIBROBLAST LINEAGE       ,SMG DUCT                 ,0.006355266086757183
CAPILLARY INTERMEDIATE 2 ,SMG SEROUS               ,0.0063544814474880695
FIBROBLAST LINEAGE       ,MULTICILIATED (NASAL)    ,0.006354290992021561
CD4+ NAIVE T             ,STROMA                   ,0.006352116819471121
ADVENTITIAL FIBROBLASTS  ,LYMPHATIC EC             ,0.006351229269057512
GOBLET (NASAL)           ,T CELLS PROLIFERATING    ,0.006350810639560223
NEUROENDOCRINE           ,GOBLET (BRONCHIAL)       ,0.006350405048578978
BASAL                    ,EC ARTERIAL              ,0.006349565461277962
AIRWAY EPITHELIUM        ,DIFFERENTIATING BASAL    ,0.006349280942231417
SUBPLEURAL FIBROBLASTS   ,CD8+ MEMORY/EFFECTOR T   ,0.006348151247948408
EC VENOUS SYSTEMIC       ,PROLIFERATING MACROPHAGE ,0.00634778244420886
MULTICILIATED (NON_NASAL),PLASMA                   ,0.0063465251587331295
SUBPLEURAL FIBROBLASTS   ,IMMUNE                   ,0.006346507463604212
BASAL                    ,AT2                      ,0.006345838308334351
PLASMACYTOID DCS         ,CLUB                     ,0.006344901397824287
B CELLS                  ,NON CLASSICAL MONOCYTES  ,0.006344492081552744
DIFFERENTIATING BASAL    ,SM ACTIVATED STRESS RESPONSE,-0.006343877408653498
OLR1+ CLASSICAL MONOCYTE ,DIFFERENTIATING BASAL    ,0.006343152839690447
FIBROBLASTS              ,SUPRABASAL               ,0.006343104876577854
FIBROMYOCYTE             ,ALVEOLAR MΦ PROLIFERATING,-0.006340807769447565
BRONCHIAL VESSEL 1       ,CD4+ NAIVE T             ,0.006340646184980869
FIBROMYOCYTES            ,PROXIMAL BASAL           ,0.006340006832033396
VASCULAR SMOOTH MUSCLE   ,CD8+ NAIVE T             ,0.006337934173643589
SUPRABASAL               ,MESOTHELIUM              ,0.006337496917694807
SUBPLEURAL FIBROBLASTS   ,TRANSITIONAL CLUB AT2    ,0.006337221711874008
LYMPHATIC EC MATURE      ,GOBLET (SUBSEGMENTAL)    ,0.006337112747132778
B                        ,CD8+ NAIVE T             ,0.006336369551718235
NEUROENDOCRINE           ,ALVEOLAR FIBROBLAST      ,0.006335575599223375
SUBPLEURAL FIBROBLASTS   ,CLUB (NASAL)             ,0.00633516488596797
NATURAL KILLER T         ,MESOTHELIUM              ,0.006335086189210415
ALVEOLAR EPITHELIUM      ,PERICYTES                ,0.00633475324138999
ADVENTITIAL FIBROBLASTS  ,POSITIVE                 ,0.006333805155009031
PERIBRONCHIAL FIBROBLASTS,STROMA                   ,0.006331928074359894
EC VENOUS PULMONARY      ,CD4 T CELLS              ,0.006331461016088724
MYOFIBROBLASTS           ,CD4+ NAIVE T             ,0.00633119186386466
BASOPHIL/MAST            ,MAST CELLS               ,0.006330360658466816
MAST CELLS               ,MACROPHAGE               ,0.006330359261482954
BRONCHIAL VESSEL 1       ,CD14+ MONOCYTE           ,0.006330154836177826
SUBPLEURAL FIBROBLASTS   ,SMG SEROUS               ,0.006330057512968779
BASAL                    ,INNATE LYMPHOID CELL NK  ,0.006329868920147419
FIBROBLAST               ,EC VENOUS PULMONARY      ,0.006328456103801727
BRONCHIAL VESSEL 2       ,CD4 T CELLS              ,0.006328421179205179
ADVENTITIAL FIBROBLASTS  ,ALVEOLAR EPITHELIUM      ,0.006327933631837368
MESOTHELIUM              ,NON CLASSICAL MONOCYTES  ,0.006324741058051586
CD4 T                    ,MYELOID DENDRITIC TYPE 2 ,0.006324508227407932
FIBROMYOCYTE             ,NK CELLS                 ,0.006323212757706642
PERIBRONCHIAL FIBROBLASTS,CLUB (NASAL)             ,0.006321483291685581
MIGRATORY DCS            ,MUCOUS                   ,0.0063203247264027596
TUFT                     ,NATURAL KILLER T         ,0.0063202534802258015
FIBROBLASTS              ,MONOCYTES                ,0.006318025290966034
PROLIFERATING MACROPHAGE ,IMMUNE                   ,-0.006316922605037689
BRONCHIAL VESSEL 1       ,PROXIMAL BASAL           ,0.006316478364169598
LYMPHATIC EC PROLIFERATING,MESOTHELIUM              ,0.006316451355814934
FIBROBLAST               ,DC1                      ,0.006314836908131838
ADVENTITIAL FIBROBLASTS  ,LYMPHATIC EC PROLIFERATING,0.0063142841681838036
EC VENOUS PULMONARY      ,SUBMUCOSAL GLAND         ,0.00631379522383213
AIRWAY EPITHELIUM        ,MYELOID DENDRITIC TYPE 2 ,0.0063135018572211266
PLASMACYTOID DCS         ,SM ACTIVATED STRESS RESPONSE,0.006312491837888956
SIGNALING ALVEOLAR EPITHELIAL TYPE 2,SUBPLEURAL FIBROBLASTS   ,0.0063120704144239426
BRONCHIAL VESSEL 1       ,CLASSICAL MONOCYTE       ,0.006311801262199879
PERICYTE                 ,LYMPHATIC EC DIFFERENTIATING,-0.0063107372261583805
CD8 T CELLS              ,NONCLASSICAL MONOCYTE    ,0.006309995427727699
CD8+ MEMORY/EFFECTOR T   ,CLUB (NON_NASAL)         ,0.006309266667813063
SMG SEROUS               ,EC AEROCYTE CAPILLARY    ,0.00630900077521801
MESOTHELIUM              ,SUBPLEURAL FIBROBLASTS   ,0.00630880007520318
FIBROBLAST               ,DIFFERENTIATING BASAL    ,0.0063087958842515945
EC AEROCYTE CAPILLARY    ,MUCOUS                   ,0.00630823103711009
BASAL                    ,CD4 T CELLS              ,0.006307739764451981
CLUB                     ,BASAL RESTING            ,0.006307595409452915
BLOOD VESSELS            ,GOBLET (NASAL)           ,0.006303822621703148
CD4 T CELLS              ,MUCOUS                   ,0.006303814239799976
MULTICILIATED LINEAGE    ,MAST CELLS               ,0.006302840542048216
ALVEOLAR EPITHELIAL TYPE 2,CAPILLARY AEROCYTE       ,0.006302657537162304
NONCLASSICAL MONOCYTE    ,ALVEOLAR FIBROBLASTS     ,0.006302641239017248
ALVEOLAR FIBROBLAST      ,PERICYTE                 ,0.006302439142018557
EREG+ DENDRITIC          ,POSITIVE                 ,-0.006301854271441698
BRONCHIAL VESSEL         ,CD16+ MONOCYTE           ,0.006300737615674734
SUBPLEURAL FIBROBLASTS   ,DENDRITIC CELLS          ,0.006298424676060677
INTERSTITIAL MACROPHAGES ,MYOFIBROBLAST            ,0.00629804702475667
CLUB (NASAL)             ,ENDOTHELIAL              ,0.006296799052506685
CD8 T CELLS              ,SMOOTH MUSCLE            ,0.006296430714428425
BRONCHIAL VESSEL 2       ,PERIBRONCHIAL FIBROBLASTS,0.006296291947364807
CLUB (NASAL)             ,EC VENOUS                ,0.006295923609286547
BRONCHIAL VESSEL 1       ,ARTERY                   ,0.006295090075582266
CLUB                     ,LYMPHATIC EC             ,0.006294646300375462
CD16+ MONOCYTE           ,ALVEOLAR EPITHELIAL TYPE 2,0.006294521503150463
SMOOTH MUSCLE            ,ALVEOLAR FIBROBLASTS     ,0.006293854676187038
TRANSITIONAL CLUB AT2    ,B CELL LINEAGE           ,0.006293759681284428
TUFT                     ,MYOFIBROBLASTS           ,0.006292311009019613
SIGNALING ALVEOLAR EPITHELIAL TYPE 2,MULTICILIATED (NASAL)    ,0.006292247679084539
RARE                     ,SUPRABASAL               ,0.006291143596172333
SIGNALING ALVEOLAR EPITHELIAL TYPE 2,MYOFIBROBLAST            ,0.006290477234870195
MULTICILIATED LINEAGE    ,INNATE LYMPHOID CELL NK  ,0.0062903896905481815
CD8 T                    ,EPITHELIAL               ,0.0062891095876693726
VASCULAR SMOOTH MUSCLE   ,CLASSICAL MONOCYTE       ,0.006288083270192146
EC VENOUS                ,B CELLS                  ,0.006284442264586687
AT2                      ,SECRETORY                ,0.00628423597663641
MAST CELLS               ,CAPILLARY INTERMEDIATE 1 ,0.006283080670982599
CAPILLARY INTERMEDIATE 1 ,LYMPHATIC EC MATURE      ,0.00628215866163373
EC VENOUS PULMONARY      ,IGSF21+ DENDRITIC        ,0.006281653884798288
BLOOD VESSELS            ,ALVEOLAR FIBROBLASTS     ,0.006281182635575533
NATURAL KILLER T         ,CAPILLARY INTERMEDIATE   ,0.006278738845139742
DEUTEROSOMAL             ,PROXIMAL CILIATED        ,0.006278002634644508
CD4 T                    ,TREM2+ DENDRITIC         ,0.006276542786508799
CD8 T CELLS              ,BRONCHIAL VESSEL 1       ,0.006276514381170273
OLR1+ CLASSICAL MONOCYTE ,MYELOID                  ,0.006275772117078304
CD8+ NAIVE T             ,PROLIFERATING NK/T       ,0.00627532135695219
T CELLS PROLIFERATING    ,BASAL                    ,0.006275001913309097
NONCLASSICAL MONOCYTE    ,CD4 T CELLS              ,0.0062746647745370865
VASCULAR SMOOTH MUSCLE   ,MESOTHELIUM              ,0.006274528801441193
LYMPHATIC EC MATURE      ,CD8+ NAIVE T             ,0.006274182349443436
INNATE LYMPHOID CELL NK  ,INTERSTITIAL MΦ PERIVASCULAR,0.006274172570556402
INNATE LYMPHOID CELL NK  ,MONOCYTE DERIVED MΦ      ,0.006273829843848944
CD4 T                    ,DIFFERENTIATING BASAL    ,0.006273004226386547
INNATE LYMPHOID CELL NK  ,ADVENTITIAL FIBROBLASTS  ,0.006272654049098492
TUFT                     ,PROLIFERATING NK/T       ,0.006272049155086279
ADVENTITIAL FIBROBLASTS  ,CILIATED                 ,0.006271484773606062
INNATE LYMPHOID CELL NK  ,BASAL                    ,0.006269720382988453
STROMA                   ,AT1                      ,0.006268713623285294
ADVENTITIAL FIBROBLASTS  ,NON CLASSICAL MONOCYTES  ,0.006267799995839596
NK CELLS                 ,NONCLASSICAL MONOCYTE    ,0.006267765071243048
CD8+ NAIVE T             ,LYMPHATIC EC MATURE      ,0.006267600692808628
NATURAL KILLER T         ,MACROPHAGES              ,0.006267346441745758
CLUB                     ,ADVENTITIAL FIBROBLASTS  ,0.006267051212489605
ALVEOLAR FIBROBLASTS     ,PLATELET/MEGAKARYOCYTE   ,0.006266842130571604
CD4 T CELLS              ,ADVENTITIAL FIBROBLAST   ,0.0062666297890245914
BRONCHIAL VESSEL         ,PLASMACYTOID DENDRITIC   ,0.006264319643378258
SMG SEROUS               ,EREG+ DENDRITIC          ,-0.006261273752897978
CD4+ MEMORY/EFFECTOR T   ,DENDRITIC                ,-0.006261106580495834
ALVEOLAR FIBROBLAST      ,SIGNALING ALVEOLAR EPITHELIAL TYPE 2,0.006260170601308346
GOBLET (SUBSEGMENTAL)    ,ALVEOLAR FIBROBLAST      ,0.006260051857680082
SUPRABASAL               ,BASAL                    ,0.00625884672626853
FIBROBLAST               ,LYMPHATIC                ,0.006258453708142042
DC2                      ,DC1                      ,0.006257758475840092
ALVEOLAR EPITHELIUM      ,SMG DUCT                 ,-0.006257639266550541
BRONCHIAL VESSEL 2       ,CD4+ MEMORY/EFFECTOR T   ,0.00625614682212472
MAST CELLS               ,EC ARTERIAL              ,0.006254739128053188
TRANSITIONAL CLUB AT2    ,ALVEOLAR MΦ PROLIFERATING,0.006252457853406668
VASCULAR SMOOTH MUSCLE   ,SIGNALING ALVEOLAR EPITHELIAL TYPE 2,0.006250589154660702
ALVEOLAR EPITHELIUM      ,CLUB (NON_NASAL)         ,0.006248447112739086
NEUROENDOCRINE           ,ADVENTITIAL FIBROBLASTS  ,0.006246910896152258
BASAL                    ,MYOFIBROBLASTS           ,0.006246186792850494
SUBPLEURAL FIBROBLASTS   ,B CELL LINEAGE           ,0.006245421711355448
EPITHELIAL               ,SUBMUCOSAL SECRETORY     ,0.0062434193678200245
SUPRABASAL               ,CD8+ NAIVE T             ,0.006241542287170887
CD4 T CELLS              ,INTERMEDIATE MONOCYTE    ,0.006241464056074619
LYMPHATIC EC DIFFERENTIATING,TRANSITIONAL CLUB AT2    ,0.006240692920982838
NONCLASSICAL MONOCYTE    ,MACROPHAGE               ,0.006238593719899654
SUBMUCOSAL SECRETORY     ,AIRWAY SMOOTH MUSCLE     ,-0.006238355301320553
SIGNALING ALVEOLAR EPITHELIAL TYPE 2,BLOOD VESSELS            ,0.00623819325119257
VASCULAR SMOOTH MUSCLE   ,CD4+ NAIVE T             ,0.006238030735403299
VEIN                     ,STROMA                   ,0.006237453315407038
CD4 T                    ,AT1                      ,0.006236830726265907
BRONCHIAL VESSEL         ,PLASMACYTOID DCS         ,0.0062366691417992115
CD8+ NAIVE T             ,CD8 T CELLS              ,0.006236118730157614
EC CAPILLARY             ,CILIATED                 ,0.006233681458979845
LYMPHATIC EC DIFFERENTIATING,ALVEOLAR EPITHELIAL TYPE 1,0.0062333764508366585
PLATELET/MEGAKARYOCYTE   ,ALVEOLAR FIBROBLAST      ,0.006233311723917723
FIBROBLASTS              ,CD16+ MONOCYTE           ,0.006232292857021093
CAPILLARY INTERMEDIATE   ,T CELL LINEAGE           ,0.0062318709678947926
NONCLASSICAL MONOCYTE    ,SEROUS                   ,0.006231658160686493
MYOFIBROBLASTS           ,NEUROENDOCRINE           ,0.006230706814676523
MULTICILIATED (NON_NASAL),POSITIVE                 ,0.0062303682789206505
FIBROBLASTS              ,ALVEOLAR MACROPHAGES     ,0.006230266764760017
T CELLS PROLIFERATING    ,MYELOID DENDRITIC TYPE 2 ,0.006230058614164591
CD8+ MEMORY/EFFECTOR T   ,DEUTEROSOMAL             ,0.00622986163944006
EC VENOUS                ,CAPILLARY                ,0.006228655111044645
ENDOTHELIAL              ,MESOTHELIAL              ,0.006228412501513958
BRONCHIAL VESSEL         ,CLASSICAL MONOCYTE       ,0.006227710284292698
MULTICILIATED            ,SMG SEROUS               ,0.006227551959455013
BRONCHIAL VESSEL         ,LYMPHATIC                ,0.00622593192383647
ADVENTITIAL FIBROBLAST   ,STROMA                   ,0.0062256245873868465
SUBPLEURAL FIBROBLASTS   ,CD14+ MONOCYTE           ,0.006225450895726681
NK CELLS                 ,IGSF21+ DENDRITIC        ,0.006225189659744501
ADVENTITIAL FIBROBLASTS  ,STROMA                   ,0.006224811542779207
PLASMACYTOID DCS         ,MULTICILIATED (NON_NASAL),0.006224649026989937
FIBROBLAST LINEAGE       ,ALVEOLAR MACROPHAGES     ,0.006224362179636955
SIGNALING ALVEOLAR EPITHELIAL TYPE 2,MYELOID                  ,0.0062237754464149475
CD8 T CELLS              ,CD16+ MONOCYTE           ,0.006221655756235123
BASAL                    ,GOBLET                   ,0.006220887415111065
SUBPLEURAL FIBROBLASTS   ,PROLIFERATING NK/T       ,0.006220675073564053
PERICYTES                ,T CELLS PROLIFERATING    ,0.006219715811312199
MYOFIBROBLASTS           ,CLUB (NON_NASAL)         ,0.006219098810106516
LYMPHATIC EC MATURE      ,CLUB (NASAL)             ,0.006218339782208204
ADVENTITIAL FIBROBLASTS  ,PROLIFERATING NK/T       ,0.006217782851308584
ALVEOLAR EPITHELIAL TYPE 2,CAPILLARY INTERMEDIATE 1 ,0.006217351648956537
SIGNALING ALVEOLAR EPITHELIAL TYPE 2,GOBLET (NASAL)           ,0.006216736510396004
SMOOTH MUSCLE            ,ADVENTITIAL FIBROBLAST   ,0.006216525100171566
EC CAPILLARY             ,MONOCYTES                ,0.006216512061655521
BASOPHIL/MAST 2          ,EPITHELIAL               ,0.0062149944715201855
EC ARTERIAL              ,SEROUS                   ,0.00621414091438055
FIBROMYOCYTES            ,MIGRATORY DCS            ,0.006214096210896969
CLUB                     ,STROMA                   ,0.006213665474206209
AT2                      ,PROLIFERATING NK/T       ,0.0062128338031470776
LYMPHATIC EC MATURE      ,B CELL LINEAGE           ,0.006212818436324596
CD4+ NAIVE T             ,OLR1+ CLASSICAL MONOCYTE ,0.006212742067873478
TRANSITIONAL CLUB AT2    ,CILIATED                 ,0.006212019827216864
T CELL LINEAGE           ,PLATELET/MEGAKARYOCYTE   ,-0.006209745537489653
PROLIFERATING MACROPHAGE ,MACROPHAGE               ,0.006208155304193497
CD4 T CELLS              ,EC GENERAL CAPILLARY     ,0.006207732018083334
PROLIFERATING MACROPHAGE ,GOBLET (NASAL)           ,0.0062063452787697315
SMOOTH MUSCLE            ,VEIN                     ,0.0062061091884970665
NK CELLS                 ,SUPRABASAL               ,0.0062052723951637745
FIBROBLAST               ,INNATE LYMPHOID CELL NK  ,0.006205267272889614
MULTICILIATED LINEAGE    ,TUFT                     ,0.006204737350344658
CD8 T                    ,TREM2+ DENDRITIC         ,-0.006204553414136171
TRANSITIONAL CLUB AT2    ,PROLIFERATING MACROPHAGE ,0.00620392756536603
NATURAL KILLER T         ,MAST CELLS               ,0.006203696597367525
RARE                     ,CD8+ NAIVE T             ,0.0062028453685343266
LYMPHATIC EC MATURE      ,BRONCHIAL VESSEL 1       ,0.006202045362442732
LYMPHOID                 ,MIGRATORY DCS            ,0.006200291682034731
MYOFIBROBLASTS           ,MULTICILIATED            ,0.0061988928355276585
FIBROMYOCYTE             ,VASCULAR SMOOTH MUSCLE   ,0.006196919362992048
ALVEOLAR EPITHELIAL TYPE 2,DC2                      ,0.006196849513798952
LYMPHATIC                ,BASAL RESTING            ,0.006196430418640375
MESOTHELIUM              ,T CELLS PROLIFERATING    ,0.0061957440339028835
INTERMEDIATE MONOCYTE    ,EC GENERAL CAPILLARY     ,0.006195254623889923
CD16+ MONOCYTE           ,STROMA                   ,0.0061926450580358505
AIRWAY EPITHELIUM        ,ALVEOLAR MACROPHAGES     ,0.006191485095769167
CD8 T CELLS              ,CLUB (NASAL)             ,0.006190794054418802
AIRWAY EPITHELIUM        ,INTERSTITIAL MACROPHAGES ,0.006190747022628784
PERICYTES                ,CD8+ MEMORY/EFFECTOR T   ,0.006190217100083828
ALVEOLAR MACROPHAGES     ,PERICYTES                ,0.006189846899360418
INTERMEDIATE MONOCYTE    ,INTERSTITIAL MACROPHAGES ,0.006189775187522173
PLASMACYTOID DENDRITIC   ,MONOCYTE DERIVED MΦ      ,0.006189192645251751
OLR1+ CLASSICAL MONOCYTE ,PLASMACYTOID DENDRITIC   ,0.006188688334077597
CD8 T CELLS              ,OLR1+ CLASSICAL MONOCYTE ,0.006187634076923132
BRONCHIAL VESSEL 2       ,PERICYTES                ,0.006187595427036285
CAPILLARY INTERMEDIATE   ,PROXIMAL BASAL           ,0.00618750462308526
INTERMEDIATE MONOCYTE    ,SIGNALING ALVEOLAR EPITHELIAL TYPE 2,0.00618700822815299
BRONCHIAL VESSEL         ,CD4+ MEMORY/EFFECTOR T   ,0.00618667621165514
CD16+ MONOCYTE           ,VASCULAR SMOOTH MUSCLE   ,0.006185863632708788
VEIN                     ,INTERMEDIATE MONOCYTE    ,0.006184653379023075
ADVENTITIAL FIBROBLASTS  ,DENDRITIC                ,0.006184434052556753
MIGRATORY DCS            ,MYELOID                  ,0.006183772347867489
BASOPHIL/MAST            ,LYMPHATIC                ,0.006180984433740377
